
"Add 70 rupees to Manisha's account","add_entry"
"Check Rohit's total expenditure","show_balance"
"Subtract 45 rupees from Priya's account","subtraction"
"Deposit 100 rupees to Anil's account","add_entry"
"Generate Geeta's account statement","actions"
"Subtract 30 rupees from Rakesh's account","subtraction"
"Add 150 rupees to Deepak's account","add_entry"
"Show Sunita's current balance","show_balance"
"Delete the 55 rupee entry of Amit","delete_entry"
"Subtract 65 rupees from Kavita's account","subtraction"
"Add 80 rupees to Rajiv's account","add_entry"
"Check Nisha's total balance","show_balance"
"Deposit 100 rupees to Rajesh's account","add_entry"
"Show Priya's current balance","show_balance"
"Subtract 50 rupees from Amit's account","subtraction"
"Add 75 rupees to Neha's account","add_entry"
"Delete the 30 rupee entry of Suman","delete_entry"
"Email Vikram's account statement","actions"
"Show Anita's total expenditure","show_balance"
"Subtract 200 rupees from Rahul's account","subtraction"
"Deposit 150 rupees to Mohan's account","add_entry"
"Generate Geeta's statement","actions"
"Delete the 25 rupee entry of Suresh","delete_entry"
"Add 80 rupees to Kavita's account","add_entry"
"Show Alok's balance","show_balance"
"Subtract 120 rupees from Pooja's account","subtraction"
"Deposit 175 rupees to Sanjay's account","add_entry"
"Send Meera's account statement on WhatsApp","actions"
"Delete the 60 rupee entry of Ravi","delete_entry"
"Add 90 rupees to Divya's account","add_entry"
"Check Ajay's total balance","show_balance"
"Subtract 40 rupees from Sneha's account","subtraction"
"Deposit 225 rupees to Vikas's account","add_entry"
"Generate Nisha's expenditure report","actions"
"Delete the 35 rupee entry of Deepak","delete_entry"
"Add 110 rupees to Sunita's account","add_entry"
"Show Rohit's current balance","show_balance"
"Subtract 85 rupees from Ankit's account","subtraction"
"Deposit 250 rupees to Swati's account","add_entry"
"Email Manish's statement","actions"
"Delete the 70 rupee entry of Anjali","delete_entry"
"Add 130 rupees to Prakash's account","add_entry"
"Show Preeti's total expenditure","show_balance"
"Subtract 55 rupees from Vivek's account","subtraction"
"Deposit 275 rupees to Arun's account","add_entry"
"Generate Shweta's account statement","actions"
"Delete the 45 rupee entry of Gaurav","delete_entry"
"Add 140 rupees to Neetu's account","add_entry"
"Check Sandeep's balance","show_balance"
"Subtract 95 rupees from Ritu's account","subtraction"
"Deposit 300 rupees to Kiran's account","add_entry"
"Send Asha's statement on WhatsApp","actions"
"Delete the 80 rupee entry of Vikrant","delete_entry"
"Add 160 rupees to Rajiv's account","add_entry"
"Show Manju's current expenditure","show_balance"
"Subtract 65 rupees from Sunil's account","subtraction"
"Deposit 325 rupees to Anita's account","add_entry"
"Email Dheeraj's account statement","actions"
"Delete the 50 rupee entry of Poornima","delete_entry"
"Add 180 rupees to Shalini's account","add_entry"
"Show Vinod's total balance","show_balance"
"Subtract 105 rupees from Jyoti's account","subtraction"
"Deposit 350 rupees to Rajeev's account","add_entry"
"Generate Sapna's expenditure report","actions"
"Delete the 75 rupee entry of Anil","delete_entry"
"Add 200 rupees to Meenakshi's account","add_entry"
"Check Nikhil's current balance","show_balance"
"Subtract 115 rupees from Priyanka's account","subtraction"
"Deposit 375 rupees to Saurabh's account","add_entry"
"Email Kavita's statement","actions"
"Delete the 90 rupee entry of Amit","delete_entry"
"Add 220 rupees to Smita's account","add_entry"
"Show Rajesh's total expenditure","show_balance"
"Subtract 125 rupees from Neha's account","subtraction"
"Deposit 400 rupees to Alok's account","add_entry"
"Generate Sunita's account statement","actions"
"Delete the 55 rupee entry of Vikram","delete_entry"
"Add 240 rupees to Deepak's account","add_entry"
"Show Anjali's balance","show_balance"
"Subtract 135 rupees from Rahul's account","subtraction"
"Deposit 425 rupees to Pooja's account","add_entry"
"Send Mohan's statement on WhatsApp","actions"
"Delete the 100 rupee entry of Geeta","delete_entry"
"Add 260 rupees to Ravi's account","add_entry"
"Check Sneha's current expenditure","show_balance"
"Subtract 145 rupees from Ajay's account","subtraction"
"Deposit 450 rupees to Nisha's account","add_entry"
"Email Vivek's account statement","actions"
"Delete the 70 rupee entry of Divya","delete_entry"
"Add 280 rupees to Ankit's account","add_entry"
"Show Swati's total balance","show_balance"
"Subtract 155 rupees from Sanjay's account","subtraction"
"Deposit 475 rupees to Preeti's account","add_entry"
"Generate Manish's expenditure report","actions"
"Delete the 110 rupee entry of Meera","delete_entry"
"Add 300 rupees to Prakash's account","add_entry"
"Show Shweta's current balance","show_balance"
"Subtract 165 rupees from Arun's account","subtraction"
"Deposit 500 rupees to Neetu's account","add_entry"
"Email Gaurav's statement","actions"
"Delete the 85 rupee entry of Ritu","delete_entry"
"Add 320 rupees to Kiran's account","add_entry"
"Check Asha's total expenditure","show_balance"
"Subtract 175 rupees from Rajiv's account","subtraction"
"Deposit 525 rupees to Manju's account","add_entry"
"Generate Sunil's account statement","actions"
"Delete the 120 rupee entry of Anita","delete_entry"
"Add 340 rupees to Dheeraj's account","add_entry"
"Show Poornima's balance","show_balance"
"Subtract 185 rupees from Shalini's account","subtraction"
"Deposit 550 rupees to Vinod's account","add_entry"
"Send Jyoti's statement on WhatsApp","actions"
"Delete the 95 rupee entry of Rajeev","delete_entry"
"Add 360 rupees to Sapna's account","add_entry"
"Show Anil's current expenditure","show_balance"
"Subtract 195 rupees from Meenakshi's account","subtraction"
"Deposit 575 rupees to Nikhil's account","add_entry"
"Email Priyanka's account statement","actions"
"Delete the 130 rupee entry of Saurabh","delete_entry"
"Add 380 rupees to Kavita's account","add_entry"
"Check Smita's total balance","show_balance"
"Subtract 205 rupees from Rajesh's account","subtraction"
"Deposit 600 rupees to Amit's account","add_entry"
"Generate Neha's expenditure report","actions"
"Delete the 105 rupee entry of Alok","delete_entry"
"Add 400 rupees to Vikram's account","add_entry"
"Show Sunita's current balance","show_balance"
"Subtract 215 rupees from Deepak's account","subtraction"
"Deposit 625 rupees to Anjali's account","add_entry"
"Email Rahul's statement","actions"
"Delete the 140 rupee entry of Pooja","delete_entry"
"Add 420 rupees to Mohan's account","add_entry"
"Show Geeta's total expenditure","show_balance"
"Subtract 225 rupees from Ravi's account","subtraction"
"Deposit 650 rupees to Sneha's account","add_entry"
"Generate Ajay's account statement","actions"
"Delete the 115 rupee entry of Nisha","delete_entry"
"Add 440 rupees to Vivek's account","add_entry"
"Check Divya's balance","show_balance"
"Subtract 235 rupees from Ankit's account","subtraction"
"Deposit 675 rupees to Swati's account","add_entry"
"Send Sanjay's statement on WhatsApp","actions"
"Delete the 150 rupee entry of Preeti","delete_entry"
"Add 460 rupees to Manish's account","add_entry"
"Show Meera's current expenditure","show_balance"
"Subtract 245 rupees from Prakash's account","subtraction"
"Deposit 700 rupees to Shweta's account","add_entry"
"Email Arun's account statement","actions"
"Delete the 125 rupee entry of Neetu","delete_entry"
"Add 480 rupees to Gaurav's account","add_entry"
"Show Ritu's total balance","show_balance"
"Subtract 255 rupees from Kiran's account","subtraction"
"Deposit 725 rupees to Asha's account","add_entry"
"Generate Rajiv's expenditure report","actions"
"Delete the 160 rupee entry of Manju","delete_entry"
"Add 500 rupees to Sunil's account","add_entry"
"Check Anita's total balance","show_balance"
"Subtract 265 rupees from Dheeraj's account","subtraction"
"Deposit 750 rupees to Poornima's account","add_entry"
"Email Shalini's statement","actions"
"Delete the 135 rupee entry of Vinod","delete_entry"
"Add 520 rupees to Jyoti's account","add_entry"
"Show Rajeev's total expenditure","show_balance"
"Subtract 275 rupees from Sapna's account","subtraction"
"Deposit 775 rupees to Anil's account","add_entry"
"Generate Meenakshi's account statement","actions"
"Delete the 170 rupee entry of Nikhil","delete_entry"
"Add 540 rupees to Priyanka's account","add_entry"
"Show Saurabh's balance","show_balance"
"Subtract 285 rupees from Kavita's account","subtraction"
"Deposit 800 rupees to Smita's account","add_entry"
"Send Rajesh's statement on WhatsApp","actions"
"Delete the 145 rupee entry of Amit","delete_entry"
"Add 560 rupees to Neha's account","add_entry"
"Check Alok's current expenditure","show_balance"
"Subtract 295 rupees from Vikram's account","subtraction"
"Deposit 825 rupees to Sunita's account","add_entry"
"Email Deepak's account statement","actions"
"Delete the 180 rupee entry of Anjali","delete_entry"
"Add 580 rupees to Rahul's account","add_entry"
"Show Pooja's total balance","show_balance"
"Subtract 305 rupees from Mohan's account","subtraction"
"Deposit 850 rupees to Geeta's account","add_entry"
"Generate Ravi's expenditure report","actions"
"Delete the 155 rupee entry of Sneha","delete_entry"
"Add 600 rupees to Ajay's account","add_entry"
"Show Nisha's current balance","show_balance"
"Subtract 315 rupees from Vivek's account","subtraction"
"Deposit 875 rupees to Divya's account","add_entry"
"Email Ankit's statement","actions"
"Delete the 190 rupee entry of Swati","delete_entry"
"Add 620 rupees to Sanjay's account","add_entry"
"Check Preeti's total expenditure","show_balance"
"Subtract 325 rupees from Manish's account","subtraction"
"Deposit 900 rupees to Meera's account","add_entry"
"Generate Prakash's account statement","actions"
"Delete the 165 rupee entry of Shweta","delete_entry"
"Add 640 rupees to Arun's account","add_entry"
"Show Neetu's balance","show_balance"
"Subtract 335 rupees from Gaurav's account","subtraction"
"Deposit 925 rupees to Ritu's account","add_entry"
"Send Kiran's statement on WhatsApp","actions"
"Delete the 200 rupee entry of Asha","delete_entry"
"Add 660 rupees to Rajiv's account","add_entry"
"Show Manju's current expenditure","show_balance"
"Subtract 345 rupees from Sunil's account","subtraction"
"Deposit 950 rupees to Anita's account","add_entry"
"Email Dheeraj's account statement","actions"
"Delete the 175 rupee entry of Poornima","delete_entry"
"Add 680 rupees to Shalini's account","add_entry"
"Check Vinod's total balance","show_balance"
"Subtract 355 rupees from Jyoti's account","subtraction"
"Deposit 975 rupees to Rajeev's account","add_entry"
"Generate Sapna's expenditure report","actions"
"Delete the 210 rupee entry of Anil","delete_entry"
"Add 700 rupees to Meenakshi's account","add_entry"
"Show Nikhil's current balance","show_balance"
"Subtract 365 rupees from Priyanka's account","subtraction"
"Deposit 1000 rupees to Saurabh's account","add_entry"
"Email Kavita's statement","actions"
"Delete the 185 rupee entry of Smita","delete_entry"
"Add 720 rupees to Rajesh's account","add_entry"
"Show Amit's total expenditure","show_balance"
"Subtract 375 rupees from Neha's account","subtraction"
"Deposit 1025 rupees to Alok's account","add_entry"
"Generate Vikram's account statement","actions"
"Delete the 220 rupee entry of Sunita","delete_entry"
"Add 740 rupees to Deepak's account","add_entry"
"Check Anjali's current balance","show_balance"
"Subtract 385 rupees from Rahul's account","subtraction"
"Deposit 1050 rupees to Pooja's account","add_entry"
"Send Mohan's statement on WhatsApp","actions"
"Delete the 195 rupee entry of Geeta","delete_entry"
"Add 760 rupees to Ravi's account","add_entry"
"Show Sneha's total expenditure","show_balance"
"Subtract 395 rupees from Ajay's account","subtraction"
"Deposit 1075 rupees to Nisha's account","add_entry"
"Email Vivek's account statement","actions"
"Delete the 230 rupee entry of Divya","delete_entry"
"Add 780 rupees to Ankit's account","add_entry"
"Show Swati's current balance","show_balance"
"Subtract 405 rupees from Sanjay's account","subtraction"
"Deposit 1100 rupees to Preeti's account","add_entry"
"Generate Manish's expenditure report","actions"
"Delete the 205 rupee entry of Meera","delete_entry"
"Add 800 rupees to Prakash's account","add_entry"
"Check Shweta's total balance","show_balance"
"Subtract 415 rupees from Arun's account","subtraction"
"Deposit 1125 rupees to Neetu's account","add_entry"
"Email Gaurav's statement","actions"
"Delete the 240 rupee entry of Ritu","delete_entry"
"Add 820 rupees to Kiran's account","add_entry"
"Show Asha's current expenditure","show_balance"
"Subtract 425 rupees from Rajiv's account","subtraction"
"Deposit 1150 rupees to Manju's account","add_entry"
"Generate Sunil's account statement","actions"
"Delete the 215 rupee entry of Anita","delete_entry"
"Add 840 rupees to Dheeraj's account","add_entry"
"Show Poornima's balance","show_balance"
"Subtract 435 rupees from Shalini's account","subtraction"
"Deposit 1175 rupees to Vinod's account","add_entry"
"Send Jyoti's statement on WhatsApp","actions"
"Delete the 250 rupee entry of Rajeev","delete_entry"
"Add 860 rupees to Sapna's account","add_entry"
"Check Anil's total expenditure","show_balance"
"Subtract 445 rupees from Meenakshi's account","subtraction"
"Deposit 1200 rupees to Nikhil's account","add_entry"
"Email Priyanka's account statement","actions"
"Delete the 225 rupee entry of Saurabh","delete_entry"
"Add 880 rupees to Kavita's account","add_entry"
"Show Smita's current balance","show_balance"
"Subtract 455 rupees from Rajesh's account","subtraction"
"Deposit 1225 rupees to Amit's account","add_entry"
"Generate Neha's expenditure report","actions"
"Delete the 260 rupee entry of Alok","delete_entry"
"Add 900 rupees to Vikram's account","add_entry"
"Check Sunita's total balance","show_balance"
"Subtract 465 rupees from Deepak's account","subtraction"
"Deposit 1250 rupees to Anjali's account","add_entry"
"Email Rahul's statement","actions"
"Delete the 235 rupee entry of Pooja","delete_entry"
"Add 920 rupees to Mohan's account","add_entry"
"Show Geeta's current expenditure","show_balance"
"Subtract 475 rupees from Ravi's account","subtraction"
"Deposit 1275 rupees to Sneha's account","add_entry"
"Generate Ajay's account statement","actions"
"Delete the 270 rupee entry of Nisha","delete_entry"
"Add 940 rupees to Vivek's account","add_entry"
"Check Divya's balance","show_balance"
"Subtract 485 rupees from Ankit's account","subtraction"
"Deposit 1300 rupees to Swati's account","add_entry"
"Send Sanjay's statement on WhatsApp","actions"
"Delete the 245 rupee entry of Preeti","delete_entry"
"Add 960 rupees to Manish's account","add_entry"
"Show Meera's total expenditure","show_balance"
"Subtract 495 rupees from Prakash's account","subtraction"
"Deposit 1325 rupees to Shweta's account","add_entry"
"Email Arun's account statement","actions"
"Delete the 280 rupee entry of Neetu","delete_entry"
"Add 980 rupees to Gaurav's account","add_entry"
"Show Ritu's current balance","show_balance"
"Subtract 505 rupees from Kiran's account","subtraction"
"Deposit 1350 rupees to Asha's account","add_entry"
"Generate Rajiv's expenditure report","actions"
"Delete the 255 rupee entry of Manju","delete_entry"
"Add 1000 rupees to Sunil's account","add_entry"
"Check Anita's total balance","show_balance"
"Subtract 515 rupees from Dheeraj's account","subtraction"
"Deposit 1375 rupees to Poornima's account","add_entry"
"Email Shalini's statement","actions"
"Delete the 290 rupee entry of Vinod","delete_entry"
"Add 1020 rupees to Jyoti's account","add_entry"
"Show Rajeev's current expenditure","show_balance"
"Subtract 525 rupees from Sapna's account","subtraction"
"Deposit 1400 rupees to Anil's account","add_entry"
"Generate Meenakshi's account statement","actions"
"Delete the 265 rupee entry of Nikhil","delete_entry"
"Add 1040 rupees to Priyanka's account","add_entry"
"Show Saurabh's balance","show_balance"
"Subtract 535 rupees from Kavita's account","subtraction"
"Deposit 1425 rupees to Smita's account","add_entry"
"Send Rajesh's statement on WhatsApp","actions"
"Delete the 300 rupee entry of Amit","delete_entry"
"Add 1060 rupees to Neha's account","add_entry"
"Check Alok's total expenditure","show_balance"
"Subtract 545 rupees from Vikram's account","subtraction"
"Deposit 1450 rupees to Sunita's account","add_entry"
"Email Deepak's account statement","actions"
"Delete the 275 rupee entry of Anjali","delete_entry"
"Add 1080 rupees to Rahul's account","add_entry"
"Show Pooja's current balance","show_balance"
"Subtract 555 rupees from Mohan's account","subtraction"
"Deposit 1475 rupees to Geeta's account","add_entry"
"Generate Ravi's expenditure report","actions"
"Delete the 310 rupee entry of Sneha","delete_entry"
"Add 1100 rupees to Ajay's account","add_entry"
"Show Nisha's total balance","show_balance"
"Subtract 565 rupees from Vivek's account","subtraction"
"Deposit 1500 rupees to Divya's account","add_entry"
"Email Ankit's statement","actions"
"Delete the 285 rupee entry of Swati","delete_entry"
"Add 1120 rupees to Sanjay's account","add_entry"
"Check Preeti's current expenditure","show_balance"
"Subtract 575 rupees from Manish's account","subtraction"
"Deposit 1525 rupees to Meera's account","add_entry"
"Generate Prakash's account statement","actions"
"Delete the 320 rupee entry of Shweta","delete_entry"
"Add 1140 rupees to Arun's account","add_entry"
"Show Neetu's balance","show_balance"
"Subtract 585 rupees from Gaurav's account","subtraction"
"Deposit 1550 rupees to Ritu's account","add_entry"
"Send Kiran's statement on WhatsApp","actions"
"Delete the 295 rupee entry of Asha","delete_entry"
"Add 1160 rupees to Rajiv's account","add_entry"
"Show Manju's total expenditure","show_balance"
"Subtract 595 rupees from Sunil's account","subtraction"
"Deposit 1575 rupees to Anita's account","add_entry"
"Email Dheeraj's account statement","actions"
"Delete the 330 rupee entry of Poornima","delete_entry"
"Add 1180 rupees to Shalini's account","add_entry"
"Check Vinod's current balance","show_balance"
"Subtract 605 rupees from Jyoti's account","subtraction"
"Deposit 1600 rupees to Rajeev's account","add_entry"
"Generate Sapna's expenditure report","actions"
"Delete the 305 rupee entry of Anil","delete_entry"
"Add 1200 rupees to Meenakshi's account","add_entry"
"Show Nikhil's total balance","show_balance"
"Subtract 615 rupees from Priyanka's account","subtraction"
"Deposit 1625 rupees to Saurabh's account","add_entry"
"Email Kavita's statement","actions"
"Delete the 340 rupee entry of Smita","delete_entry"
"Add 1220 rupees to Rajesh's account","add_entry"
"Show Amit's current expenditure","show_balance"
"Subtract 625 rupees from Neha's account","subtraction"
"Deposit 1650 rupees to Alok's account","add_entry"
"Generate Vikram's account statement","actions"
"Delete the 315 rupee entry of Sunita","delete_entry"
"Add 1240 rupees to Deepak's account","add_entry"
"Check Anjali's balance","show_balance"
"Subtract 635 rupees from Rahul's account","subtraction"
"Deposit 1675 rupees to Pooja's account","add_entry"
"Send Mohan's statement on WhatsApp","actions"
"Delete the 350 rupee entry of Geeta","delete_entry"
"Add 1260 rupees to Ravi's account","add_entry"
"Show Sneha's total expenditure","show_balance"
"Subtract 645 rupees from Ajay's account","subtraction"
"Deposit 1700 rupees to Nisha's account","add_entry"
"Email Vivek's account statement","actions"
"Delete the 325 rupee entry of Divya","delete_entry"
"Add 1280 rupees to Ankit's account","add_entry"
"Show Swati's current balance","show_balance"
"Subtract 655 rupees from Sanjay's account","subtraction"
"Deposit 1725 rupees to Preeti's account","add_entry"
"Generate Manish's expenditure report","actions"
"Deposit 1350 rupees to Rahul's account","add_entry"
"Show Shweta's total balance","show_balance"
"Delete the 290 rupee entry of Rohan","delete_entry"
"Send Prakash's statement on WhatsApp","actions"
"Deposit 1300 rupees to Gaurav's account","add_entry"
"Subtract 645 rupees from Gaurav's account","subtraction"
"Deposit 1750 rupees to Ritu's account","add_entry"
"Generate Kiran's account statement","actions"
"Delete the 310 rupee entry of Meenakshi","delete_entry"
"Add 1320 rupees to Rajesh's account","add_entry"
"Show Neetu's balance","show_balance"
"Subtract 655 rupees from Rohan's account","subtraction"
"Deposit 1780 rupees to Anita's account","add_entry"
"Email Dheeraj's statement","actions"
"Delete the 330 rupee entry of Saurabh","delete_entry"
"Add 1340 rupees to Shalini's account","add_entry"
"Check Vinod's current balance","show_balance"
"Subtract 665 rupees from Smita's account","subtraction"
"Deposit 1800 rupees to Rajeev's account","add_entry"
"Generate Sapna's expenditure report","actions"
"Delete the 335 rupee entry of Ankit","delete_entry"
